username,role,employment_type,day,risk_score,risk_band,top_driver,recommended_action,failures,out_of_hours,priv_no_mfa,foreign,bytes_out,iso_score,gt,comp_failures,comp_out_of_hours,comp_external_foreign,comp_priv_no_mfa,comp_anomaly,comp_egress
cont087,contractor_surveyor,contractor,2019-04-11,49.8,low,egress,No action; keep in the baseline,0,3,0.0,0,12846205,0.39152881670956696,,43.2,66.4,49.2,48.1,32.3,72.1
vend077,vendor_technician,vendor,2019-04-15,49.7,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,9877036,0.4005976096956914,,43.2,66.4,49.2,48.1,40.0,60.5
main045,maintenance_engineer,employee,2019-04-25,49.7,low,egress,No action; keep in the baseline,0,0,0.0,0,15236963,0.40870937244970723,,43.2,23.9,49.2,48.1,47.0,79.5
cont007,control_room_operator,employee,2019-04-20,49.7,low,anomaly,No action; keep in the baseline,0,1,0.0,0,6405350,0.4296277968016678,,43.2,50.8,49.2,48.1,60.7,43.3
main029,maintenance_engineer,employee,2019-04-16,49.7,low,anomaly,No action; keep in the baseline,0,6,0.0,0,2152641,0.4316117294819573,,43.2,87.3,49.2,48.1,61.6,18.3
supe108,supervisor,employee,2019-04-19,49.7,low,anomaly,No action; keep in the baseline,0,5,0.0,0,2766139,0.43103337727953894,,43.2,82.0,49.2,48.1,61.5,22.0
cont010,control_room_operator,employee,2019-04-07,49.7,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,9605478,0.3898215243264255,,43.2,87.3,49.2,48.1,30.9,59.1
cont012,control_room_operator,employee,2019-04-08,49.7,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,6137478,0.40773368479860345,,43.2,82.0,49.2,48.1,45.9,42.3
vend072,vendor_technician,vendor,2019-04-23,49.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,11598545,0.4214401458432749,,43.2,23.9,49.2,48.1,56.1,67.5
cont083,contractor_surveyor,contractor,2019-04-17,49.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,12644704,0.41779388531516204,,43.2,23.9,49.2,48.1,53.5,71.1
mine095,mine_planner,employee,2019-04-11,49.7,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,8412780,0.40692362858798514,,43.2,66.4,49.2,48.1,45.3,54.0
main047,maintenance_engineer,employee,2019-04-02,49.6,low,egress,No action; keep in the baseline,0,0,0.0,0,13952559,0.41229361842053414,,43.2,23.9,49.2,48.1,49.5,76.0
it067,it_service_desk,employee,2019-04-25,49.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9235400,0.4334402640041306,,43.2,23.9,49.2,48.1,63.0,57.7
cont010,control_room_operator,employee,2019-04-09,49.6,low,anomaly,No action; keep in the baseline,0,1,0.0,0,8044456,0.4181455451512954,,43.2,50.8,49.2,48.1,53.6,52.0
cont024,control_room_operator,employee,2019-04-18,49.6,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,8965031,0.39476677156242623,,43.2,82.0,49.2,48.1,35.0,56.1
main042,maintenance_engineer,employee,2019-04-09,49.6,low,egress,No action; keep in the baseline,0,5,0.0,0,11473409,0.3849753338902809,,43.2,82.0,49.2,48.1,26.7,67.1
ot057,ot_network_admin,employee,2019-04-08,49.5,low,anomaly,No action; keep in the baseline,0,5,0.0,0,2589399,0.4301801284812343,,43.2,82.0,49.2,48.1,61.1,20.8
main045,maintenance_engineer,employee,2019-04-01,49.5,low,egress,No action; keep in the baseline,0,0,0.0,0,16551151,0.4052585843860487,,43.2,23.9,49.2,48.1,43.9,82.6
supe113,supervisor,employee,2019-04-08,49.5,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,10618544,0.40211683504490187,,43.2,57.6,49.2,48.1,41.3,63.7
ot051,ot_network_admin,employee,2019-04-11,49.5,low,anomaly,No action; keep in the baseline,0,0,0.0,0,8705313,0.43553690070186807,,43.2,23.9,49.2,48.1,64.3,55.2
cont001,control_room_operator,employee,2019-04-06,49.5,low,anomaly,No action; keep in the baseline,0,6,0.0,0,1855940,0.43083140628275474,,43.2,87.3,49.2,48.1,61.4,17.1
mine091,mine_planner,employee,2019-05-01,49.5,low,anomaly,No action; keep in the baseline,0,2,0.0,0,221807,0.475148792839618,,43.2,57.6,49.2,48.1,80.5,11.1
it060,it_service_desk,employee,2019-04-05,49.5,low,anomaly,No action; keep in the baseline,0,3,0.0,0,4784024,0.4269483243711877,,43.2,66.4,49.2,48.1,59.2,33.9
vend071,vendor_technician,vendor,2019-04-15,49.4,low,egress,No action; keep in the baseline,0,2,0.0,0,12040408,0.3973149961050889,,43.2,57.6,49.2,48.1,36.9,69.0
cont025,control_room_operator,employee,2019-04-26,49.4,low,anomaly,No action; keep in the baseline,0,0,0.0,0,11558519,0.4193254544549695,,43.2,23.9,49.2,48.1,54.7,67.3
main032,maintenance_engineer,employee,2019-04-30,49.4,low,egress,No action; keep in the baseline,0,0,0.0,0,16700005,0.40429770894882416,,43.2,23.9,49.2,48.1,43.0,82.9
main043,maintenance_engineer,employee,2019-04-08,49.4,low,external_foreign,No action; keep in the baseline,0,4,0.0,0,6597534,0.40855756236071283,,43.2,75.0,49.2,48.1,46.8,44.2
main048,maintenance_engineer,employee,2019-04-04,49.3,low,egress,No action; keep in the baseline,0,3,0.0,0,13436766,0.38571912060200886,,43.2,66.4,49.2,48.1,27.6,74.5
supe104,supervisor,employee,2019-04-14,49.3,low,anomaly,No action; keep in the baseline,0,5,0.0,0,3492230,0.4210029787514361,,43.2,82.0,49.2,48.1,55.8,26.4
cont017,control_room_operator,employee,2019-04-29,49.3,low,anomaly,No action; keep in the baseline,0,3,0.0,0,6539373,0.4139956345835129,,43.2,66.4,49.2,48.1,50.5,43.9
cont020,control_room_operator,employee,2019-04-22,49.3,low,anomaly,No action; keep in the baseline,0,5,0.0,0,3770923,0.4196726705901634,,43.2,82.0,49.2,48.1,55.1,28.0
cont022,control_room_operator,employee,2019-04-15,49.3,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,7023941,0.41141253150144935,,43.2,66.4,49.2,48.1,49.0,46.3
main032,maintenance_engineer,employee,2019-04-06,49.3,low,anomaly,No action; keep in the baseline,0,7,0.0,0,3989418,0.4121006893623148,,43.2,91.1,49.2,48.1,49.3,29.5
cont001,control_room_operator,employee,2019-04-16,49.3,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,6592893,0.4004568569144775,,43.2,87.3,49.2,48.1,39.8,44.2
main028,maintenance_engineer,employee,2019-04-02,49.2,low,egress,No action; keep in the baseline,0,4,0.0,0,15076425,0.3805390150726152,,43.2,75.0,49.2,48.1,19.6,79.0
cont006,control_room_operator,employee,2019-04-03,49.2,low,egress,No action; keep in the baseline,0,0,0.0,0,16157668,0.4042233414341836,,43.2,23.9,49.2,48.1,42.9,81.6
mine103,mine_planner,employee,2019-04-02,49.2,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,9364191,0.39058354316166377,,43.2,82.0,49.2,48.1,31.6,58.0
cont089,contractor_surveyor,contractor,2019-04-26,49.2,low,anomaly,No action; keep in the baseline,0,0,0.0,0,10361727,0.423162666081331,,43.2,23.9,49.2,48.1,57.0,62.8
ot053,ot_network_admin,employee,2019-04-26,49.2,low,anomaly,No action; keep in the baseline,0,0,0.0,0,8385112,0.43495740023131924,,43.2,23.9,49.2,48.1,64.0,53.9
cont001,control_room_operator,employee,2019-04-21,49.1,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,4685037,0.40884237684039065,,43.2,87.3,49.2,48.1,47.1,33.4
cont003,control_room_operator,employee,2019-04-17,49.1,low,egress,No action; keep in the baseline,0,4,0.0,0,14111442,0.3812630052285326,,43.2,75.0,49.2,48.1,21.2,76.4
it064,it_service_desk,employee,2019-04-10,49.1,low,anomaly,No action; keep in the baseline,0,3,0.0,0,4729914,0.4240923885127856,,43.2,66.4,49.2,48.1,57.4,33.6
cont002,control_room_operator,employee,2019-04-06,49.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,11088509,0.41920572604644124,,43.2,23.9,49.2,48.1,54.6,65.4
main033,maintenance_engineer,employee,2019-04-18,49.1,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9896819,0.42512333467728264,,43.2,23.9,49.2,48.1,58.3,60.6
supe106,supervisor,employee,2019-04-22,49.1,low,anomaly,No action; keep in the baseline,0,2,0.0,0,7746757,0.4120736559118871,,43.2,57.6,49.2,48.1,49.3,50.4
cont011,control_room_operator,employee,2019-04-10,49.0,low,egress,No action; keep in the baseline,0,0,0.0,0,16049746,0.40340330276971403,,43.2,23.9,49.2,48.1,42.5,81.4
cont010,control_room_operator,employee,2019-04-15,49.0,low,external_foreign,No action; keep in the baseline,0,4,0.0,0,8343965,0.3982031165054166,,43.2,75.0,49.2,48.1,37.5,53.7
cont025,control_room_operator,employee,2019-04-29,49.0,low,egress,No action; keep in the baseline,0,0,0.0,0,12354367,0.4148122759281022,,43.2,23.9,49.2,48.1,50.9,69.9
mine095,mine_planner,employee,2019-04-03,49.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,7910939,0.4363131626060286,,43.2,23.9,49.2,48.1,64.6,51.3
supe106,supervisor,employee,2019-04-16,49.0,low,anomaly,No action; keep in the baseline,0,3,0.0,0,5277555,0.41897790699193277,,43.2,66.4,49.2,48.1,54.4,36.9
cont021,control_room_operator,employee,2019-04-18,49.0,low,egress,No action; keep in the baseline,0,3,0.0,0,12772750,0.3869089606722641,,43.2,66.4,49.2,48.1,28.3,71.8
cont026,control_room_operator,employee,2019-04-12,49.0,low,egress,No action; keep in the baseline,0,3,0.0,0,15520994,0.3818155562184652,,43.2,66.4,49.2,48.1,21.9,80.3
supe105,supervisor,employee,2019-04-29,49.0,low,anomaly,No action; keep in the baseline,0,2,0.0,0,2457279,0.4491015480786468,,43.2,57.6,49.2,48.1,71.5,20.0
cont089,contractor_surveyor,contractor,2019-04-01,48.9,low,egress,No action; keep in the baseline,0,0,0.0,0,12140733,0.4143162040130547,,43.2,23.9,49.2,48.1,50.7,69.4
supe106,supervisor,employee,2019-04-09,48.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,5260799,0.4587526673968484,,43.2,23.9,49.2,48.1,75.0,36.8
cont020,control_room_operator,employee,2019-04-23,48.9,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,10545999,0.3992087886748757,,43.2,57.6,49.2,48.1,38.3,63.3
cont014,control_room_operator,employee,2019-04-30,48.9,low,anomaly,No action; keep in the baseline,0,7,0.0,0,3201625,0.4145336655491678,,43.2,91.1,49.2,48.1,50.9,24.7
mine093,mine_planner,employee,2019-04-07,48.9,low,anomaly,No action; keep in the baseline,0,1,0.0,0,6857252,0.42009215932762134,,43.2,50.8,49.2,48.1,55.3,45.6
ot058,ot_network_admin,employee,2019-04-22,48.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,4843588,0.4649310852117158,,43.2,23.9,49.2,48.1,76.9,34.2
cont080,contractor_surveyor,contractor,2019-04-17,48.9,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,7422029,0.4117615885557746,,43.2,57.6,49.2,48.1,49.2,48.8
cont001,control_room_operator,employee,2019-04-05,48.9,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,9685399,0.39767119365345127,,43.2,66.4,49.2,48.1,37.1,59.5
main038,maintenance_engineer,employee,2019-04-18,48.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9433922,0.42716927304635527,,43.2,23.9,49.2,48.1,59.3,58.3
cont003,control_room_operator,employee,2019-04-02,48.9,low,egress,No action; keep in the baseline,0,3,0.0,0,15990659,0.38085407137861493,,43.2,66.4,49.2,48.1,20.8,81.3
main027,maintenance_engineer,employee,2019-04-22,48.8,low,egress,No action; keep in the baseline,0,0,0.0,0,17556438,0.39959367763836867,,43.2,23.9,49.2,48.1,38.8,84.5
main033,maintenance_engineer,employee,2019-04-26,48.8,low,anomaly,No action; keep in the baseline,0,5,0.0,0,1410847,0.431676410739729,,43.2,82.0,49.2,48.1,61.7,15.2
ot051,ot_network_admin,employee,2019-04-26,48.7,low,external_foreign,No action; keep in the baseline,0,7,0.0,0,7008976,0.3933877679787641,,43.2,91.1,49.2,48.1,33.8,46.2
cont005,control_room_operator,employee,2019-04-22,48.7,low,egress,No action; keep in the baseline,0,0,0.0,0,16858316,0.4000123917864524,,43.2,23.9,49.2,48.1,39.5,83.2
vend071,vendor_technician,vendor,2019-04-21,48.7,low,anomaly,No action; keep in the baseline,0,2,0.0,0,2268997,0.4480004413791101,,43.2,57.6,49.2,48.1,70.8,18.8
cont085,contractor_surveyor,contractor,2019-04-15,48.7,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,7586121,0.4048048431329998,,43.2,66.4,49.2,48.1,43.5,49.7
mine098,mine_planner,employee,2019-04-15,48.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9760759,0.42287853235048356,,43.2,23.9,49.2,48.1,56.9,59.8
supe111,supervisor,employee,2019-04-21,48.7,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,4868759,0.40892720602393245,,43.2,82.0,49.2,48.1,47.2,34.4
it061,it_service_desk,employee,2019-04-06,48.7,low,egress,No action; keep in the baseline,0,0,0.0,0,12670023,0.41047578608585006,,43.2,23.9,49.2,48.1,48.4,71.2
it065,it_service_desk,employee,2019-04-03,48.7,low,egress,No action; keep in the baseline,0,2,0.0,0,12451610,0.39170797992063,,43.2,57.6,49.2,48.1,32.4,70.3
main046,maintenance_engineer,employee,2019-04-26,48.6,low,egress,No action; keep in the baseline,0,3,0.0,0,15061933,0.3809834341888074,,43.2,66.4,49.2,48.1,20.9,79.0
vend070,vendor_technician,vendor,2019-04-10,48.6,low,egress,No action; keep in the baseline,0,0,0.0,0,13883990,0.40605416835198904,,43.2,23.9,49.2,48.1,44.5,75.7
vend077,vendor_technician,vendor,2019-04-21,48.6,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,8313994,0.4008309514146328,,43.2,66.4,49.2,48.1,40.2,53.5
main047,maintenance_engineer,employee,2019-04-27,48.6,low,external_foreign,No action; keep in the baseline,0,1,0.0,0,10573816,0.4008626195158626,,43.2,50.8,49.2,48.1,40.3,63.5
supe108,supervisor,employee,2019-04-12,48.6,low,anomaly,No action; keep in the baseline,0,4,0.0,0,5012146,0.4126414593998975,,43.2,75.0,49.2,48.1,49.7,35.0
mine098,mine_planner,employee,2019-04-02,48.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,10145913,0.41930903626286253,,43.2,23.9,49.2,48.1,54.7,62.0
supe107,supervisor,employee,2019-04-15,48.6,low,external_foreign,No action; keep in the baseline,0,4,0.0,0,8448124,0.39441505546823374,,43.2,75.0,49.2,48.1,34.9,54.2
main045,maintenance_engineer,employee,2019-04-18,48.6,low,egress,No action; keep in the baseline,0,0,0.0,0,15320088,0.40240470514638094,,43.2,23.9,49.2,48.1,41.5,79.7
ot053,ot_network_admin,employee,2019-04-10,48.6,low,anomaly,No action; keep in the baseline,0,0,0.0,0,4597514,0.46385140972861316,,43.2,23.9,49.2,48.1,76.6,32.8
it065,it_service_desk,employee,2019-04-07,48.5,low,anomaly,No action; keep in the baseline,0,3,0.0,0,5169245,0.41620285561725356,,43.2,66.4,49.2,48.1,52.7,36.1
cont023,control_room_operator,employee,2019-04-24,48.5,low,anomaly,No action; keep in the baseline,0,4,0.0,0,1215698,0.4363558881071918,,43.2,75.0,49.2,48.1,64.6,14.4
cont014,control_room_operator,employee,2019-04-29,48.5,low,egress,No action; keep in the baseline,0,4,0.0,0,12609403,0.38202679634534337,,43.2,75.0,49.2,48.1,22.3,70.9
cont086,contractor_surveyor,contractor,2019-04-14,48.5,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,8425434,0.404643371832918,,43.2,57.6,49.2,48.1,43.3,54.2
main039,maintenance_engineer,employee,2019-04-02,48.5,low,egress,No action; keep in the baseline,0,0,0.0,0,14475419,0.40353237165327427,,43.2,23.9,49.2,48.1,42.6,77.4
main050,maintenance_engineer,employee,2019-04-04,48.5,low,egress,No action; keep in the baseline,0,4,0.0,0,12895582,0.3811592265244413,,43.2,75.0,49.2,48.1,21.0,72.3
supe107,supervisor,employee,2019-04-07,48.5,low,egress,No action; keep in the baseline,0,0,0.0,0,13935300,0.4051615109280137,,43.2,23.9,49.2,48.1,43.7,76.0
main031,maintenance_engineer,employee,2019-04-25,48.5,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,7628858,0.39408751039065604,,43.2,82.0,49.2,48.1,34.3,49.9
cont004,control_room_operator,employee,2019-04-08,48.5,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,7240153,0.3930913111642616,,43.2,87.3,49.2,48.1,33.5,47.6
cont088,contractor_surveyor,contractor,2019-04-03,48.4,low,egress,No action; keep in the baseline,0,0,0.0,0,13385346,0.406050120301018,,43.2,23.9,49.2,48.1,44.4,74.3
it060,it_service_desk,employee,2019-04-20,48.4,low,anomaly,No action; keep in the baseline,0,0,0.0,0,5365509,0.45143013664411874,,43.2,23.9,49.2,48.1,72.3,37.4
vend069,vendor_technician,vendor,2019-04-06,48.4,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,7176699,0.39579956231282687,,43.2,82.0,49.2,48.1,35.8,47.1
mine100,mine_planner,employee,2019-04-25,48.4,low,egress,No action; keep in the baseline,0,0,0.0,0,12714411,0.40846454398002324,,43.2,23.9,49.2,48.1,46.5,71.6
mine097,mine_planner,employee,2019-04-21,48.4,low,egress,No action; keep in the baseline,0,0,0.0,0,19318315,0.39426167224469805,,43.2,23.9,49.2,48.1,34.7,87.6
supe110,supervisor,employee,2019-04-18,48.4,low,egress,No action; keep in the baseline,0,0,0.0,0,18938138,0.3943910778514427,,43.2,23.9,49.2,48.1,34.8,87.2
vend072,vendor_technician,vendor,2019-04-05,48.4,low,anomaly,No action; keep in the baseline,0,0,0.0,0,8533470,0.42734221883167733,,43.2,23.9,49.2,48.1,59.4,54.4
supe107,supervisor,employee,2019-04-22,48.3,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,8764597,0.39760034293017793,,43.2,66.4,49.2,48.1,37.0,55.2
it061,it_service_desk,employee,2019-04-03,48.3,low,egress,No action; keep in the baseline,0,0,0.0,0,12215887,0.40921359344921504,,43.2,23.9,49.2,48.1,47.4,69.7
ot057,ot_network_admin,employee,2019-04-06,48.3,low,egress,No action; keep in the baseline,0,0,0.0,0,14004283,0.4034224200480147,,43.2,23.9,49.2,48.1,42.5,76.1
supe111,supervisor,employee,2019-04-09,48.3,low,anomaly,No action; keep in the baseline,0,6,0.0,0,2409295,0.41759880367659147,,43.2,87.3,49.2,48.1,53.4,19.7
cont001,control_room_operator,employee,2019-04-10,48.3,low,anomaly,No action; keep in the baseline,0,4,0.0,0,3253286,0.420186571556286,,43.2,75.0,49.2,48.1,55.4,25.1
vend071,vendor_technician,vendor,2019-04-13,48.3,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,10721879,0.38235708884149094,,43.2,82.0,49.2,48.1,22.7,64.0
main043,maintenance_engineer,employee,2019-04-03,48.3,low,anomaly,No action; keep in the baseline,0,0,0.0,0,7531388,0.4328903291580017,,43.2,23.9,49.2,48.1,62.6,49.4
ot051,ot_network_admin,employee,2019-04-28,48.2,low,external_foreign,No action; keep in the baseline,0,4,0.0,0,5347117,0.4076412098392957,,43.2,75.0,49.2,48.1,45.7,37.4
it067,it_service_desk,employee,2019-04-01,48.2,low,egress,No action; keep in the baseline,0,0,0.0,0,17414073,0.3963342740503757,,43.2,23.9,49.2,48.1,36.1,84.4
main043,maintenance_engineer,employee,2019-04-10,48.2,low,anomaly,No action; keep in the baseline,0,1,0.0,0,0,0.4796187981488662,,43.2,50.8,49.2,48.1,81.9,5.1
main036,maintenance_engineer,employee,2019-04-16,48.2,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9857545,0.41854199505674067,,43.2,23.9,49.2,48.1,53.9,60.3
it064,it_service_desk,employee,2019-04-11,48.2,low,egress,No action; keep in the baseline,0,0,0.0,0,12277217,0.4087926991409708,,43.2,23.9,49.2,48.1,47.1,69.8
supe112,supervisor,employee,2019-04-09,48.2,low,anomaly,No action; keep in the baseline,0,1,0.0,0,0,0.4796187981488662,,43.2,50.8,49.2,48.1,81.9,5.1
cont007,control_room_operator,employee,2019-04-21,48.2,low,anomaly,No action; keep in the baseline,0,2,0.0,0,1646742,0.4468751888057141,,43.2,57.6,49.2,48.1,70.2,16.0
cont023,control_room_operator,employee,2019-04-10,48.2,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,8181003,0.3896549165717873,,43.2,82.0,49.2,48.1,30.7,52.9
main031,maintenance_engineer,employee,2019-04-04,48.1,low,egress,No action; keep in the baseline,0,1,0.0,0,11345324,0.3950385673586796,,43.2,50.8,49.2,48.1,35.4,66.6
mine101,mine_planner,employee,2019-04-23,48.1,low,egress,No action; keep in the baseline,0,0,0.0,0,11238888,0.4121516355402362,,43.2,23.9,49.2,48.1,49.4,66.2
cont017,control_room_operator,employee,2019-04-30,48.1,low,external_foreign,No action; keep in the baseline,0,4,0.0,0,5767409,0.40438361174768667,,43.2,75.0,49.2,48.1,43.1,40.2
cont002,control_room_operator,employee,2019-04-12,48.0,low,anomaly,No action; keep in the baseline,0,3,0.0,0,5136098,0.4133620705593096,,43.2,66.4,49.2,48.1,50.1,35.8
main043,maintenance_engineer,employee,2019-04-30,48.0,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,7990215,0.4037585639756929,,43.2,57.6,49.2,48.1,42.7,51.6
cont002,control_room_operator,employee,2019-04-09,48.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9629354,0.418569143544482,,43.2,23.9,49.2,48.1,54.0,59.2
cont080,contractor_surveyor,contractor,2019-04-14,48.0,low,egress,No action; keep in the baseline,0,0,0.0,0,11147386,0.41164447109092567,,43.2,23.9,49.2,48.1,49.1,65.7
ot053,ot_network_admin,employee,2019-04-27,48.0,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,9936394,0.38308404814647373,,43.2,82.0,49.2,48.1,23.4,60.9
cont016,control_room_operator,employee,2019-04-27,48.0,low,anomaly,No action; keep in the baseline,0,3,0.0,0,364421,0.44287171223373994,,43.2,66.4,49.2,48.1,68.5,11.4
main036,maintenance_engineer,employee,2019-04-05,48.0,low,egress,No action; keep in the baseline,0,0,0.0,0,13271338,0.40451295891871775,,43.2,23.9,49.2,48.1,43.2,73.9
main045,maintenance_engineer,employee,2019-04-09,48.0,low,egress,No action; keep in the baseline,0,4,0.0,0,11621984,0.3819362699249661,,43.2,75.0,49.2,48.1,22.1,67.6
main031,maintenance_engineer,employee,2019-04-23,48.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,8783915,0.42286492395914316,,43.2,23.9,49.2,48.1,56.8,55.3
cont088,contractor_surveyor,contractor,2019-04-27,48.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,9535452,0.41907780702282904,,43.2,23.9,49.2,48.1,54.5,58.7
ot056,ot_network_admin,employee,2019-04-02,48.0,low,anomaly,No action; keep in the baseline,0,1,0.0,0,4042949,0.4330405313433384,,43.2,50.8,49.2,48.1,62.8,29.7
cont089,contractor_surveyor,contractor,2019-04-08,48.0,low,anomaly,No action; keep in the baseline,0,2,0.0,0,2663343,0.438504309158258,,43.2,57.6,49.2,48.1,65.8,21.2
vend075,vendor_technician,vendor,2019-04-26,48.0,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,7378705,0.401264971653007,,43.2,66.4,49.2,48.1,40.8,48.4
cont010,control_room_operator,employee,2019-04-16,48.0,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,7367715,0.38876380845205505,,43.2,87.3,49.2,48.1,30.2,48.3
main037,maintenance_engineer,employee,2019-04-16,48.0,low,external_foreign,No action; keep in the baseline,0,3,0.0,0,7703532,0.4000306269497592,,43.2,66.4,49.2,48.1,39.5,50.1
cont021,control_room_operator,employee,2019-04-15,48.0,low,egress,No action; keep in the baseline,0,4,0.0,0,11988114,0.38137861543010687,,43.2,75.0,49.2,48.1,21.3,68.8
vend074,vendor_technician,vendor,2019-04-07,48.0,low,anomaly,No action; keep in the baseline,0,0,0.0,0,3365987,0.4707701761950368,,43.2,23.9,49.2,48.1,79.2,25.7
cont080,contractor_surveyor,contractor,2019-04-29,47.9,low,egress,No action; keep in the baseline,0,0,0.0,0,13963905,0.4011889530596952,,43.2,23.9,49.2,48.1,40.7,76.0
ot051,ot_network_admin,employee,2019-04-16,47.9,low,egress,No action; keep in the baseline,0,1,0.0,0,16395026,0.38231143768947345,,43.2,50.8,49.2,48.1,22.6,82.2
cont083,contractor_surveyor,contractor,2019-04-25,47.9,low,anomaly,No action; keep in the baseline,0,1,0.0,0,5779709,0.41890491779060907,,43.2,50.8,49.2,48.1,54.3,40.2
main036,maintenance_engineer,employee,2019-04-13,47.9,low,anomaly,No action; keep in the baseline,0,1,0.0,0,6665745,0.41487859473505284,,43.2,50.8,49.2,48.1,51.0,44.6
it064,it_service_desk,employee,2019-04-14,47.9,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,7703920,0.39014730530393005,,43.2,82.0,49.2,48.1,31.2,50.2
main048,maintenance_engineer,employee,2019-04-01,47.9,low,egress,No action; keep in the baseline,0,3,0.0,0,12727587,0.3827079185166407,,43.2,66.4,49.2,48.1,22.9,71.7
mine102,mine_planner,employee,2019-04-05,47.9,low,egress,No action; keep in the baseline,0,0,0.0,0,17022397,0.3951878369100067,,43.2,23.9,49.2,48.1,35.5,83.3
cont083,contractor_surveyor,contractor,2019-04-12,47.9,low,anomaly,No action; keep in the baseline,0,0,0.0,0,8791181,0.421996904495414,,43.2,23.9,49.2,48.1,56.3,55.3
cont011,control_room_operator,employee,2019-04-08,47.9,low,external_foreign,No action; keep in the baseline,0,0,0.0,0,11067994,0.4113256898075759,,43.2,23.9,49.2,48.1,48.9,65.3
vend069,vendor_technician,vendor,2019-04-14,47.9,low,external_foreign,No action; keep in the baseline,0,5,0.0,0,7935168,0.38873272875912634,,43.2,82.0,49.2,48.1,30.2,51.4
ot052,ot_network_admin,employee,2019-04-19,47.9,low,egress,No action; keep in the baseline,0,3,0.0,0,12094248,0.38398223335406384,,43.2,66.4,49.2,48.1,24.5,69.3
mine098,mine_planner,employee,2019-04-09,47.8,low,anomaly,No action; keep in the baseline,0,3,0.0,0,4310732,0.416130944859353,,43.2,66.4,49.2,48.1,52.7,31.3
main049,maintenance_engineer,employee,2019-04-12,47.8,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,7843957,0.40286250446189426,,43.2,57.6,49.2,48.1,42.0,51.0
main041,maintenance_engineer,employee,2019-04-26,47.8,low,egress,No action; keep in the baseline,0,2,0.0,0,14634579,0.3818875807469892,,43.2,57.6,49.2,48.1,22.0,78.1
supe106,supervisor,employee,2019-04-02,47.8,low,anomaly,No action; keep in the baseline,0,0,0.0,0,7928422,0.42667603883122146,,43.2,23.9,49.2,48.1,59.0,51.4
mine103,mine_planner,employee,2019-04-11,47.8,low,external_foreign,No action; keep in the baseline,0,2,0.0,0,9851674,0.39493639531330454,,43.2,57.6,49.2,48.1,35.2,60.2
cont018,control_room_operator,employee,2019-04-22,47.8,low,external_foreign,No action; keep in the baseline,0,6,0.0,0,7471607,0.3877140967874415,,43.2,87.3,49.2,48.1,29.0,49.0
ot053,ot_network_admin,employee,2019-04-14,47.8,low,anomaly,No action; keep in the baseline,0,0,0.0,0,7876412,0.4267422790882679,,43.2,23.9,49.2,48.1,59.1,51.2
cont023,control_room_operator,employee,2019-04-07,47.7,low,anomaly,No action; keep in the baseline,0,0,0.0,0,10331527,0.41265487437046033,,43.2,23.9,49.2,48.1,49.8,62.7
